dc6ae9ff32eda6c2b1168611b3d33abad697fcdb2b07076f153771f993973214, "eff10c653cf779d0704b361652ba9761d8b7af6b6e13f5d336f415ee39776856", 01/01/05, 5
776a1d5fa36b9c9e31fbebfec834d9cdeb4982e44bd51fea476674300c7bc62a, "006d8cc125e77da817280ef4ad0c6cf59c61f239fa6b445ba2959b2137ccc065", 01/01/05, 1
3adc10757bf0c888d64575efad710d67251c3defb4779b72545c28cb8e83625c, "eff10c653cf779d0704b361652ba9761d8b7af6b6e13f5d336f415ee39776856", 01/01/08, 1
a0f5ae3ef9bb6867b8959b7295d5d6e475b5375c3fdec614f4efacd84e5eb4e2, "9c95364336991fe1f80699493d8c1d8e655a8813f271ae223fe31bcd8a16ac20", 01/01/11, 4
1127bd286a9aedb8a0b49a7fe6337812b6a5b39e4f1b11157871b83ae0f4e294, "2585d96e6f14ed99827b4ba5eee9d1685910cd7f49d957937e6fc66e9b786377", 01/01/11, 2
4fae675c924e8b9ef505b70026edcaee5735239c3ff38f6560a5b192d20178bf, "3d774f47dff09eff27bb542cb09feb930c49c7977897e7f9bf6df939335afba3", 01/01/11, 2
21f0f871998387e34d30470a687e4f46488d779194952f01669a284e3156921f, "4a2f193fb8117dbeef66e1cd0428313a605b8ffdf7c89177f42ff38c2e2166b3", 01/01/12, 3
848ce22e5efe92263506ee1581f25d74a18589cfcac72b809e3061ecb27b6d71, "225187c4d7d1aff96b7b86110f27a0c68a571548538a8c2797e133b27e978ae3", 01/01/12, 3
91b5b75273e0f8e8c57d72e67f2ccdd775a48cb333f1da22576935d3f9c68839, "a5aaf79e27766238877c0c6eb097a9dee595d00c90ac1d425d1bffc316a556c9", 01/01/12, 1
c785ea52c0de35481dfb2ec34cc927e7a9a89632dc22d1bcd5f35c2b6917b3a5, "2bbcd3cee5355db3cfec7816aa8c1979c75d0071f4c4fadf556937ffaab65482", 01/01/13, 2
fd2382b82d8fc44049228581660b37297014ce987908fff51f7bef66d976dfd8, "11ed5b74f884aa211342e548a65fe54237589b1eb620aef9c19432ea347439ef", 01/01/14, 3
e3ce49d72179b0b9df9cccaf39ede9b20443b1f0b50429831516b42c9a451d91, "7f80b55a951784b05d9ed532e6377f3dfd09f2cd0ce286d2883bb4608f4e0207", 01/01/15, 4
3f77f2f3ae37de3598fef3667198b0ab8b380e48fabbcc27dda1fdbe9ff7e471, "ed293a7643870b3ab12dd8dc1ae103c9057f381e343e41a39ce6ef030f137a9b", 01/01/15, 2
cacb4fbcb11aa8730975b7509703f13fff66595276fff12e1cc0bd97bc6314c8, "2585d96e6f14ed99827b4ba5eee9d1685910cd7f49d957937e6fc66e9b786377", 01/01/16, 3
ef7eff44216f67f34f0e0c34fae9800d23027f3e5afd53b4c81a235c7048bf3c, "31996e8369422e56f243389f829454d2dba24f1c73e506bf827960818081d1c2", 01/01/16, 1
